PO_Key,Package_Original,Subpackage_Original,Reassigned_Package,Reassigned_SubPackage,purchase_order_description,po_total_amount_ordered_in_usd_currency,material_group_description,Vendor Name,VBS Category1,VBS Category 2,,
450497346110,Services,Administrative Support,Fees,Consulting (project-based),KPMG Professional Fees,5830.325857,CONSULTANCY,KPMG Advisory Services Private Limi,Expert Fees,LEGAL,,
450497348110,Non ZBB,Non ZBB Accounts,Fees,Consulting (project-based),KPMG  Professional Fees,21863.72196,CONSULTANCY,KPMG Advisory Services Private Limi,Expert Fees,LEGAL,,
450497348510,Services,Administrative Support,Fees,Consulting (project-based),PR-KPMG Professional Fees,11143.21029,CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450497349110,Services,Administrative Support,Fees,Consulting (project-based),KPMG Professional Fees,5757.446784,CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450497349210,Technology,Telecom Services,Technology,Telecom Services,AT&T GLOBAL SERVICES LOCAL ACCESS-,35162.0714,CONSULTANCY,AT&T Global Services India Pvt Ltd,Telecom - Data Communication Services,TECHNOLOGY,,
450497362910,Services,Administrative Support,Fees,Audit Financial,EY Accounting Fee from June - Dec,148794.7405,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450497363710,#N/A,#N/A,#N/A,#N/A,Corporate secretarial work,546.593049,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450497364910,#N/A,#N/A,#N/A,#N/A,Corporate secretarial work,1093.186098,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450497461110,Services,Administrative Support,Services,Administrative Support,Sharepoint workflow enhancement,2332.130343,CONSULTANCY,Xencia Technology Solutions Pvt. Lt,Agency Fees & Expenses,MARKETING,,
450497970710,People,Facility benefits,People,Facility benefits,Gratuity & Leave Valuation GCC 31st Mar,364.395366,CONSULTANCY,RJ Associates,Expert Fees,LEGAL,,
450497970810,People,Facility benefits,People,Facility benefits,Gratuity & Leave Valuation GAC March,206.393535,CONSULTANCY,RJ Associates,Expert Fees,LEGAL,,
450498060910,Non ZBB,Non ZBB Accounts,Technology,Workplace,Memory Upgrade 128 GB,12062.12795,CONSULTANCY,Value Point Systems Pvt Ltd,Workplace - Print And Copy Services,TECHNOLOGY,,
450498819310,#N/A,#N/A,#N/A,#N/A,Cost approval for rental chairs - GAC,151.355259,CONSULTANCY,STEELCASE ASIA PACIFIC HOLDINGS IND,Office Supplies,OFFICE UTILITIES,,
450498829510,People,Temps Non-Payroll,Fees,Consulting (project-based),Cost-TempPer nonpayr E & Y,64870.71252,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450498829710,People,Temps Non-Payroll,Fees,Consulting (project-based),EY Professional Fees,189599.1068,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450498830210,People,Temps Non-Payroll,Fees,Consulting (project-based),EY Professional Services,65593.87699,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450500762510,Non ZBB,Non ZBB Accounts,Technology,Application Licenses,windows license procurement on K2 budget,31969.53338,CONSULTANCY,Insight Technology Solutions,Application Licenses Maintenance,TECHNOLOGY,,
450501162110,Services,Administrative Support,Fees,Consulting (project-based),EY Transition and Set up Cost,11493.65661,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450501630510,#N/A,#N/A,#N/A,#N/A,SQL licenses,6255.797578,CONSULTANCY,Insight Technology Solutions,Application Licenses Maintenance,TECHNOLOGY,,
450501701510,Institutional,Internal Events,Institutional,Internal Events,GCC Due Diligence - Hiring Hackathon,5159.838383,CONSULTANCY,ANALYTICS VIDHYA EDUCON PRIVATE LIM,Services,SERVICES,,
450501730310,Services,Document & Archiving Services,0,0,"STPI APR,FAE Format, Export turnover",437.274439,CONSULTANCY,Y K Anand & Co,Audit,FEES,,
450501761010,People,Recruiting,Institutional,Non-Charitable Donations,Timesol Spill Proof Coffee Mugs 60nos,535.797618,CONSULTANCY,TIMESOL FACILITY MANAGEMENT PVT LTD,Office Supplies,OFFICE UTILITIES,,
450501761310,#N/A,#N/A,#N/A,#N/A,Timesol Lanyards Straps 100nos,81.624562,CONSULTANCY,TIMESOL FACILITY MANAGEMENT PVT LTD,Office Supplies,OFFICE UTILITIES,,
450502016810,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Enhance RO kit & Aquaguard pre filters,187.15346,CONSULTANCY,Eureka Forbes Limited,Application Licenses Maintenance,TECHNOLOGY,,
450502527010,People,Temps Non-Payroll,Fees,Consulting (project-based),Staff Augmentation Leadership Support,326789.7643,CONSULTANCY,THEMATHCOMPANY PRIVATE LIMITED,Corporate Affairs Fees,INSTITUTIONAL,,
450502531910,Fees,Consulting (project-based),Taxes,Other Taxes,"EY Tax & Regulatory-Advisory,compliance",21863.72196,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450502532810,Fees,Consulting (project-based),Taxes,Other Taxes,"EY Tax & Regulatory-Advisory,compliance",24268.73138,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450503541810,Services,Administrative Support,Fees,Consulting (project-based),Fractal Invoice,20067.9816,CONSULTANCY,Fractal Analytics Private Limited,Application Support,TECHNOLOGY,,
450503904310,Non ZBB,Non ZBB Accounts,Fees,Consulting (project-based),EY Professional Service,149459.0332,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450503904510,Non ZBB,Non ZBB Accounts,Fees,Consulting (project-based),EYprofessional service 1,117160.3981,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450503906610,#N/A,#N/A,#N/A,#N/A,Get active supplementary PR.,7287.907321,CONSULTANCY,2mpower Health management Services,Applications Saas,TECHNOLOGY,,
450504537110,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Kronos Project change requesr form,1810.316179,CONSULTANCY,Kronos systems India Private Limite,Application Licenses Maintenance,TECHNOLOGY,,
450504842810,Technology,Workplace,Technology,Workplace,Cisco Smart net,161851.0244,CONSULTANCY,KALYX NETWORKS PRIVATE LIMITED,Workplace - It Supplies & Other Peripherals,TECHNOLOGY,,
450505976510,People,Facility benefits,People,Facility benefits,SPECTARC Office Branding,28323.13998,CONSULTANCY,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505976710,People,Facility benefits,Marketing,Brand Promotion,Office Branding,6022.435094,CONSULTANCY,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450506030410,People,Facility benefits,Services,Cleaning and Gardening,Cleaning/Servicing,962.003766,CONSULTANCY,VAR Electricals,Electricity,ELECTRICITY,,
450506054410,#N/A,#N/A,#N/A,#N/A,Rental Chairs,4314.783666,CONSULTANCY,VIDYUTH ELECTRICALS,Services,SERVICES,,
450506055110,#N/A,#N/A,#N/A,#N/A,Cost approval for rental chairs - GAC,151.355259,CONSULTANCY,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450506064710,#N/A,#N/A,#N/A,#N/A,Getactive Vendor,6996.391028,CONSULTANCY,2mpower Health management Services,Applications Saas,TECHNOLOGY,,
450506067510,Technology,Telecom Services,Technology,Telecom Services,Internet Link for GCC,87454.88785,CONSULTANCY,Bharti Airtel Limited,Telecom - Data Communication Services,TECHNOLOGY,,
450507631910,Services,Administrative Support,0,0,E YService Tax Refund &VAT Refund-Fees,13970.85674,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450507632610,People,Facility benefits,People,Facility benefits,EAP Services for GCC and GAC Employees,8459.580828,CONSULTANCY,1TO1 Help.Net Private Limited,Services,SERVICES,,
450507784710,Non ZBB,Non ZBB Accounts,Technology,Application Support,NoCC - Network Optimisation,4327.684683,CONSULTANCY,Kronos systems India Private Limite,Application Licenses Maintenance,TECHNOLOGY,,
450508150910,People,Facility benefits,Utilities,Office Supplies,Sun Board 2X3 3MM,120.196544,CONSULTANCY,TIMESOL FACILITY MANAGEMENT PVT LTD,Office Supplies,OFFICE UTILITIES,,
450508454710,Technology,Workplace,Technology,Workplace,Color Printer Catridge,191.750499,CONSULTANCY,INFOCIRCLES TECHNOLOGY SOLUTION,Workplace - It Supplies & Other Peripherals,TECHNOLOGY,,
450509001410,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Kitchen electrical coil hot plate consum,3300.998936,CONSULTANCY,VIDYUTH ELECTRICALS,Services,SERVICES,,
450509003710,Maintenance,Building & Facilities Maint. Materials,Leases / rentals,Other Leases / Rentals,Rental chairs in GAC 43 days Vidyuth,4173.724542,CONSULTANCY,VIDYUTH ELECTRICALS,Services,SERVICES,,
450510819610,People,Facility benefits,People,Facility benefits,Quotation for Crocker Cutlery Requiremen,7661.56037,CONSULTANCY,SREE VYBHAV IMPEX,Services,SERVICES,,
450510819910,Services,Cleaning and Gardening,Fees,Consulting (project-based),JLL Payroll from JULY & SEP 2018 GCC,124743.7804,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450510828310,Services,Cleaning and Gardening,Fees,Consulting (project-based),JLL Payroll from JULY & SEP 2018 GAC,31980.61346,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450510872910,#N/A,#N/A,#N/A,#N/A,Getactive event,4934.755483,CONSULTANCY,2mpower Health management Services,Applications Saas,TECHNOLOGY,,
450511394810,Legal,Legal Fees,Legal,Legal Fees,Dhir & Dhir  for work done till June,845.958083,CONSULTANCY,Dhir & Dhir Associates,Expert Fees,LEGAL,Legal,Legal Fees
450511544510,Legal,Legal Fees,Legal,Legal Fees,Sexual harassment training videos,3383.832331,CONSULTANCY,Rainmaker online training private l,Application Licenses Maintenance,TECHNOLOGY,Legal,Legal Fees
450511810110,Legal,Legal Fees,Legal,Legal Fees,GDPR training,4000,CONSULTANCY,Baker & McKenzie LLP,Consultant,FEES,Legal,Legal Fees
450511817110,People,Facility benefits,People,Salary,Fixed cost for Employees,2114.895207,CONSULTANCY,Qwikcilver Solutions Private Limite,Services,SERVICES,,
450512142010,Technology,Workplace,Technology,Workplace,Epitome Shared challenge,21148.95207,CONSULTANCY,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450512244710,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Quote for Chairs GAC,658.832155,CONSULTANCY,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450512245710,Maintenance,Building & Facilities Maint. Materials,People,Salary,GCC - Minimum wages & arrears,33484.88202,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450512245910,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,GAC - Minimum wages & arrears,9973.886966,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450513676710,Technology,Workplace,0,0,Getactive event,4934.755483,CONSULTANCY,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450513797910,Maintenance,Building & Facilities Maint. Materials,People,Facility benefits,Medical consumables from July'18 to Dec',845.958083,CONSULTANCY,Apollo Hospitals Enterprise Limited,Services,SERVICES,,
450514102110,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Additional installation at GCC and GAC,644.338073,CONSULTANCY,DNV Security Solutions Pvt Ltd,Buildings & Facilities Maint Mat,MAINTENANCE,,
450514396410,People,Intercompany Service People,Fees,Consulting (project-based),Accenture Project X Bot Laptops,965.153577,CONSULTANCY,Accenture Solutions Pvt. Ltd.,Application Support,TECHNOLOGY,,
450514397110,People,Intercompany Service People,Fees,Consulting (project-based),Accenture Project X Bot Mobile,47.881227,CONSULTANCY,Accenture Solutions Pvt. Ltd.,Application Support,TECHNOLOGY,,
450514397410,People,Intercompany Service People,Fees,Consulting (project-based),Accenture Project X International Charge,45.258757,CONSULTANCY,Accenture Solutions Pvt. Ltd.,Application Support,TECHNOLOGY,,
450514404210,People,Facility benefits,Fees,Consulting (project-based),Hay Group consulting team,7049.65069,CONSULTANCY,Hay Consultants India Private Limit,Consultant,FEES,,
450514836510,Services,Administrative Support,Fees,Audit Financial,EY - GCC - Loaned Staff EL,32104.10924,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450514937210,Services,Administrative Support,Fees,Consulting (project-based),The Math Company need 5 data scientist,90940.24011,CONSULTANCY,THEMATHCOMPANY PRIVATE LIMITED,Corporate Affairs Fees,INSTITUTIONAL,,
450514942710,Services,Administrative Support,Fees,Consulting (project-based),Bridge i2i need 2 data engineer,33556.57697,CONSULTANCY,BRIDGEI2I ANALYTICS SOLUTIONS PRIVA,Lease of Vehicle,LEASES AND RENTALS,,
450514965110,#N/A,#N/A,#N/A,#N/A,NASSCOM,14099.30138,CONSULTANCY,NATIONAL ASSOCIATION OF SOFTWARE,Consultant,FEES,,
450515297710,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Socomec innovative power solutions Pvt L,2991.32188,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450515325210,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,M/s. Vidyuth Electricals,23030.25005,CONSULTANCY,VIDYUTH ELECTRICALS,Services,SERVICES,,
450515325710,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Vidyuth Electricals,12199.70251,CONSULTANCY,VIDYUTH ELECTRICALS,Services,SERVICES,,
450515885010,Legal,Legal Fees,Legal,Legal Fees,Legal PR RCS,1035.585011,CONSULTANCY,RCS Tech LLP,Services,SERVICES,Legal,Legal Fees
450515885410,#N/A,#N/A,#N/A,#N/A,JSA secondment -  Saumay,15507.10294,CONSULTANCY,J. Sagar Associates,Legal,LEGAL,,
450515886810,Legal,Legal Fees,Legal,Legal Fees,JSA Professional fees for severance poli,1033.806863,CONSULTANCY,J. Sagar Associates,Legal,LEGAL,Legal,Legal Fees
450515887110,Legal,Legal Fees,Legal,Legal Fees,Kochhar review on  reseller agreement,2150.318275,CONSULTANCY,KOCHHAR & CO,Expert Fees,LEGAL,Legal,Legal Fees
450515887510,Legal,Legal Fees,Legal,Legal Fees,Sasha IC training,413.522745,CONSULTANCY,Sasha,Expert Fees,LEGAL,Legal,Legal Fees
450515887710,Legal,Legal Fees,Fees,Consulting (project-based),EY  OSP,11716.47778,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,Legal,Legal Fees
450515887910,Legal,Legal Fees,Fees,Consulting (project-based),EY  Assistance in appointment,1583.792114,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,Legal,Legal Fees
450515888110,#N/A,#N/A,#N/A,#N/A,EY-Assistance in obtaining DSC for Serge,344.602288,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450516233810,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Debris clearance form upper basement,1723.011438,CONSULTANCY,VIDYUTH ELECTRICALS,Services,SERVICES,,
450516554010,Services,Administrative Support,Fees,Consulting (project-based),EY Bonus & Travel Amount,17298.81429,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450516574110,Maintenance,Building & Facilities Maint. Materials,0,0,Washroom full size mirror,1335.678467,CONSULTANCY,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450516727710,Legal,Legal Fees,Legal,Legal Fees,JSA secondment -  Saumay,10338.06863,CONSULTANCY,J. Sagar Associates,Legal,LEGAL,Legal,Legal Fees
450516728310,Legal,Legal Fees,Legal,Legal Fees,Vahura secondment,13646.25059,CONSULTANCY,LEGAL TALENT MANAGEMENT PRIVATE LIM,Recruitment,PEOPLE,Legal,Legal Fees
450516728810,Legal,Legal Fees,Legal,Legal Fees,Vahura legal position,28946.59216,CONSULTANCY,LEGAL TALENT MANAGEMENT PRIVATE LIM,Recruitment,PEOPLE,Legal,Legal Fees
450517226410,Non ZBB,Non ZBB Accounts,Technology,Application Licenses,Kronos Short Work Order for GCC,4375.070643,CONSULTANCY,Kronos systems India Private Limite,Application Licenses Maintenance,TECHNOLOGY,,
450517228110,#N/A,#N/A,#N/A,#N/A,new management fee for AIMS (Feb - July),17850.3985,CONSULTANCY,AIMS Solutions Safety Solutions,Catering / Cafeteria / Vending,PEOPLE,,
450517228410,People,Facility benefits,People,Facility benefits,AIMS Tuck Shop Management fee,12405.68235,CONSULTANCY,AIMS Solutions Safety Solutions,Catering / Cafeteria / Vending,PEOPLE,,
450517410310,Services,Administrative Support,Fees,Consulting (project-based),Addendum for Analytics  Team Lead,4300.636549,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450517414010,Technology,Workplace,0,0,Quote for Sound Masking,4823.329299,CONSULTANCY,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450517749810,People,International Mobility,People,International Mobility,School Fees,34460.22876,CONSULTANCY,THE INTERNATIONAL SCHOOL BANGALORE,(Inter)national Mobility,PEOPLE,,
450517911710,Services,Administrative Support,Fees,Consulting (project-based),BRIDGEi2i ANALYTICS People Analytics,120369.5791,CONSULTANCY,BRIDGEI2I ANALYTICS SOLUTIONS PRIVA,Lease of Vehicle,LEASES AND RENTALS,,
450519845910,People,International Mobility,Leases / rentals,Lease of Real Estate,Manoj Puja Rent,6202.841177,CONSULTANCY,Manoj Punja,Lease of Real Estate,LEASES AND RENTALS,,
450519860810,People,Recruiting,Fees,Consulting (project-based),Analytics Vidhya Pending Payments,8907.031816,CONSULTANCY,ANALYTICS VIDHYA EDUCON PRIVATE LIM,Services,SERVICES,,
450519920610,People,Facility benefits,People,Facility benefits,Adinath Stores  CCD Supply GAC,5323.202486,CONSULTANCY,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
450519922410,People,Facility benefits,People,Facility benefits,Adinath Stores (CCD Supply) GCC,14325.86833,CONSULTANCY,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
450519923910,Fees,Consulting (recurring),Fees,Consulting (project-based),Local Compensation benchmarking  AON,11716.47778,CONSULTANCY,AON Consulting Private Limited,Services,SERVICES,,
450519926710,Services,Administrative Support,Fees,Consulting (project-based),Ernst & Young LLP VMS Project-Onsite,13566.9645,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450519933110,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,AME for split AC unites in GAC,1301.218376,CONSULTANCY,Blue Star Limited,Application Licenses Maintenance,TECHNOLOGY,,
450520257210,#N/A,#N/A,#N/A,#N/A,GCC Densification Projects Facilities,12061.08007,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450520261410,#N/A,#N/A,#N/A,#N/A,GCC Densification Projects,10781.91638,CONSULTANCY,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450520596910,Services,Document & Archiving Services,Fees,Consulting (project-based),Samiksha Patel June – July (2 months),8470.324229,CONSULTANCY,Ernst & Young LLP,Consultant,FEES,,
450520612210,People,Facility benefits,Fees,Consulting (project-based),KRONOS Analytics module,25029.20849,CONSULTANCY,Kronos systems India Private Limite,Application Licenses Maintenance,TECHNOLOGY,,
